
data_

loop_
_Class #1
_NextClass #2
_DistanceAng #3
68	74	184.9283
74	38	126.1516
38	1	186.5315
1	76	122.6518
76	41	294.658
41	10	187.5934
10	65	214.964
65	42	148.8908
42	11	174.9214
11	45	387.885
45	58	145.1528
58	53	169.9884
53	51	224.2335
51	64	317.799
64	7	150.7304
7	57	143.7106
57	26	221.8253
